"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Revista de la Universidad del Zulia, Universidad del Zulia (ID 26421)","Revista de la Universidad del Zulia, Universidad del Zulia10.46925","open","0","125","false","true"
"Revista de Morfologia Urbana (ID 26879)","Revista de Morfologia Urbana10.47235","open","29","65","true","false"
"Revista de Sistemas e Computacao - RSC (ID 22505)","Revista de Sistemas e Computacao - RSC10.36558","open","0","11","false","true"
"Revista de Tecnologia Aplicada - RTA (ID 28020)","Revista de Tecnologia Aplicada - RTA10.48005","open","41","35","true","true"
"Revista Informacao em Pauta (ID 18145)","Revista Informacao em Pauta10.32810","open","25","47","true","false"
"Revista Interdisciplinar em saude (ID 21256)","Revista Interdisciplinar em saude10.35621","open","0","300","false","true"
"Revista Internacional Educon (ID 27664)","Revista Internacional Educon10.47764","open","0","20","false","true"
"Revista Juridica Trabalho e Desenvolvimento Humano (ID 18811)","Revista Juridica Trabalho e Desenvolvimento Humano10.33239","open","10","41","false","true"
"Revista Latinoamericana de Difusion Cientifica, Editorial Difusion Cientifica (ID 25336)","Revista Latinoamericana de Difusion Cientifica, Editorial Difusion Cientifica10.38186","open","7","23","true","true"
"Revista Liberato (ID 16592)","Revista Liberato10.31514","open","186","45","false","true"
"Revista Linha Mestra (ID 20069)","Revista Linha Mestra10.34112","open","109","270","false","true"
"Revista Mexicana de Orientacion Educativa (ID 16192)","Revista Mexicana de Orientacion Educativa10.31206","open","10","23","true","true"
"Revista Mexicana de Urologia based at Sociedad Mexicana de Urologia. Colegio de Profesionales AC. (ID 28308)","Revista Mexicana de Urologia based at Sociedad Mexicana de Urologia. Colegio de Profesionales AC.10.48193","open","372","101","true","false"
"Revista Paulista de Reumatologia (ID 26281)","Revista Paulista de Reumatologia10.46833","open","0","30","false","true"
"Revista Produção e Desenvolvimento (ID 17422)","Revista Produção e Desenvolvimento10.32358","open","94","32","false","true"
"Revista REAMEC (ID 11169)","Revista REAMEC10.26571","open","96","193","false","true"
"Revista Venezolana de Gerencia (RVG), Universidad del Zulia (ID 29683)","Revista Venezolana de Gerencia (RVG), Universidad del Zulia10.52080","open","829","305","false","true"
"Revista Veterinaria e Zootecnia (ID 20425)","Revista Veterinaria e Zootecnia10.35172","open","106","101","false","true"
"Rhinology (ID 2708)","Rhinology10.4193","open","640","218","false","true"
"Richtmann Publishing (ID 22976)","Richtmann Publishing10.36941","open","9386","579","true","false"
"Riga Technical University (ID 4297)","Riga Technical University10.7250","open","1265","262","true","true"
"RIOR Publishing Center (ID 11574)","RIOR Publishing Center10.29039","open","902","625","true","true"
"River Publishers (ID 5195)","River Publishers10.13052","open","1684","352","true","true"
"Robertson Library, University of Prince Edward Island (ID 14358)","Robertson Library, University of Prince Edward Island10.32393","open","0","176","false","true"
"Rockefeller University Press (ID 291)","MacroMolecule Wiki10.47673","open","59360","1578","true","true"
"Rockefeller University Press (ID 291)","The Rockefeller University Press10.1083","open","59360","1578","true","true"
"Rockefeller University Press (ID 291)","The Rockefeller University Press10.1085","open","59360","1578","true","true"
"Rockefeller University Press (ID 291)","The Rockefeller University Press10.1084","open","59360","1578","true","true"
"Rocky Mountain Association of Geologists (ID 16423)","Rocky Mountain Association of Geologists10.31582","open","46","35","true","true"
"Romanian Society of Neurosurgery (ID 19752)","Romanian Society of Neurosurgery10.33962","open","439","162","true","false"
"ROSOMED (ID 25938)","ROSOMED10.46594","open","74","219","false","true"
"Rossijskoe Obschestvo Dermatovenerologov i Kosmetologov (ID 10838)","Rossijskoe Obschestvo Dermatovenerologov i Kosmetologov10.25208","open","64","144","true","true"
"Rostov State Medical University (ID 9348)","Rostov State Medical University10.21886","open","335","317","true","true"
"Rowan University Campbell Library (ID 12655)","Rowan University Campbell Library10.31986","open","9","39","false","true"
"Royal College of General Practitioners (ID 1987)","Royal College of General Practitioners10.3399","open","4870","1451","true","true"
"Royal College of Obstetricians & Gynaecologists (RCOG) (ID 440)","Wiley Blackwell (Royal College of Obstetricians & Gynecologist)10.1576","open","78","0","true","false"
"Royal College of Psychiatrists (ID 170)","Royal College of Psychiatrists10.1192","open","63233","1636","true","true"
"Royal College of Surgeons of England (ID 171)","The Royal College of Surgeons of England10.1308","open","8247","1027","true","true"
"Royal Society of Chemistry (RSC) (ID 292)","The Royal Society of Chemistry10.1039","open","598066","101409","true","true"
"RPO for the Promotion of Institutes DE RAS (ID 18875)","RPO for the Promotion of Institutes DE RAS10.33293","open","0","109","false","true"
"RPO Surgical Society - Wound and Wound Infections (ID 10831)","RPO Surgical Society - Wound and Wound Infections10.25199","open","82","47","true","true"
"RS Global Sp. z O.O. (ID 16422)","RS Global Sp. z O.O.10.31435","open","562","1180","true","true"
"RSC Energia (ID 19830)","RSC Energia10.33950","open","0","99","false","true"
"RTI Press (ID 2090)","RTI Press 10.3768","open","316","56","true","true"
"RTU MIREA (ID 17429)","RTU MIREA10.32362","open","361","232","true","true"
"Rubatosis Publication (ID 19817)","Rubatosis Publication10.33974","open","20","70","false","true"
"Russian Association for Earthquake Engineering and Protection from Natural and Manmade Hazard - RAEE (ID 23362)","Russian Association for Earthquake Engineering and Protection from Natural and Manmade Hazard - RAEE10.37153","open","0","44","false","true"
"Russian Association of Coloproctology (ID 19257)","Russian Association of Coloproctology10.33878","open","166","110","true","true"
"Russian Federal Centre of Forensic Science of the Ministry of Justice (RFCFS) (ID 12216)","Russian Federal Centre of Forensic Science of the Ministry of Justice (RFCFS)10.30764","open","160","107","true","true"
"Russian Foundation for Basic Research (ID 9462)","Russian Foundation for Basic Research10.22204","open","150","276","true","true"
"Russian Gastroenterolgocial Society (ID 9705)","Russian Gastroenterolgocial Society10.22416","open","128","127","true","true"
"Russian Geographical Society (ID 10137)","Russian Geographical Society10.24057","open","509","152","true","true"
"Russian Institute for Scientific and Technical Information - VINITI RAS (ID 22335)","Russian Institute for Scientific and Technical Information - VINITI RAS10.36535","open","0","693","false","true"
"Russian Islamic Institute (ID 16004)","Russian Islamic Institute10.31162","open","50","125","true","true"
"Russian Photodynamic Association (ID 10558)","Russian Photodynamic Association10.24931","open","89","59","true","true"
"Russian Register of Potentially Hazardous Chemical and Biological Substances (ID 23051)","Russian Register of Potentially Hazardous Chemical and Biological Substances10.36946","open","134","128","true","true"
"Russian Research Anti-Plague Institute Microbe (ID 8634)","Russian Research Anti-Plague Institute Microbe10.21055","open","912","268","true","true"
"Russian Research Institute of Economics - Politics and Law in Science and Technology (ID 19690)","Russian Research Institute of Economics - Politics and Law in Science and Technology10.33873","open","0","44","false","true"
"Russian Research Institute of Farm Animal Genetics and Breeding (ID 16029)","Russian Research Institute of Farm Animal Genetics and Breeding10.31043","open","72","115","false","true"
"Russian Society of Angiologists and Vascular Surgeons (ID 19210)","Russian Society of Angiologists and Vascular Surgeons10.33529","open","0","187","false","true"
"Russian State Agrarian University - Moscow Timiryazev Agricultural Academy (ID 11443)","Russian State Agrarian University - Moscow Timiryazev Agricultural Academy10.26897","open","307","491","true","false"
"Russian State University of Tourism and Service (ID 9710)","Russian State University of Tourism and Service10.22412","open","334","0","true","false"
"Ryazan State University named for S. Yesenin (ID 24658)","Ryazan State University named for S. Yesenin10.37724","open","0","199","false","true"
"Ryerson University (ID 24776)","Ryerson University10.38055","open","14","34","true","true"
"Rzhanov Institute Semiconductor Physics SB RAS (ID 20015)","Rzhanov Institute Semiconductor Physics SB RAS10.34077","open","0","620","false","true"
"S. Karger AG (ID 127)","S. Karger AG10.1159","open","363452","16054","true","true"
"Saber CDCH-UCV (ID 24750)","CientMed10.47449","open","0","146","false","true"
"Saber CDCH-UCV (ID 24750)","Gaceta Medica de Caracas10.47307","open","0","146","false","true"
"Saber CDCH-UCV (ID 24750)","Revista Digital de Postgrado10.37910","open","0","146","false","true"
"Saber CDCH-UCV (ID 24750)","Revista Venezolana de Cirugía10.48104","open","0","146","false","true"
"Saber CDCH-UCV (ID 24750)","Saber CDCH-UCV10.37883","open","0","146","false","true"
"SAE International (ID 2796)","SAE International10.47953","open","110591","5473","true","true"
"SAE International (ID 2796)","SAE International10.4271","limited","110591","5473","true","true"
"SAGE Publications (ID 179)","Adam Matthew Digital10.47594","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Alliance for Children and Families10.1606","limited","2387893","187868","true","true"
"SAGE Publications (ID 179)","Alliance for Children and Families10.12679","limited","2387893","187868","true","true"
"SAGE Publications (ID 179)","American College of Veterinary Pathologists10.1354","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Arnold Publishers10.1191","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Association for Experimental Education10.5193","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Canadian Association of Occupational Therapists10.2182","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Canadian Pharmacists Journal10.3821","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Excellus Health Plan, Inc.10.5034","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Excellus Health Plan, Inc.10.5126","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Harvey Whitney Books Co.10.1345","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","IP Publishing10.5367","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Johnson Graduate School of Management, Cornell University10.2189","limited","2387893","187868","true","true"
"SAGE Publications (ID 179)","Journal of Histochemistry & Cytochemistry10.1369","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Libertas Academica, Ltd.10.4137","limited","2387893","187868","true","true"
"SAGE Publications (ID 179)","North American Transplant Coordinators Organization10.7182","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Research Publishing Services - Professional Engineering Publishing10.1243","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","SAGE10.14240","limited","2387893","187868","true","true"
"SAGE Publications (ID 179)","Sage - Corwin10.17322","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","SAGE Publications10.31124","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","SAGE Publications10.1177","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","SAGE Publications10.47515","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Sage Publications (JRAAS Limited)10.3317","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Sage Publications (Prufrock Press, Inc.)10.4219","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Sage Publications - Bulletin of the Atomic Scientists10.2968","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Sage Publications - Reference E-Books10.4135","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Sage Publications - Technomic Publishing Company10.1106","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Sage Publications-International Institute for Environment and Development10.1630","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","SagePublications - National Association of School Nurses10.1622","open","2387893","187868","true","true"
"SAGE Publications (ID 179)","Sociological Research Online10.5153","limited","2387893","187868","true","true"
"SAGE Publications (ID 179)","Swiss Medical Press, GmbH10.15256","open","2387893","187868","true","true"
